zip5,lat,lon,state,temp_1_f,temp_2_f,temp_3_f,temp_4_f,temp_5_f,temp_6_f,temp_7_f,temp_1_c,temp_2_c,temp_3_c,temp_4_c,temp_5_c,temp_6_c,temp_7_c,warnings
03033,42.742587,-71.66605,NH,75,76,84,66,85,64,74,23.9,24.4,28.9,18.9,29.4,17.8,23.3,
03034,43.048372,-71.3078,NH,88,69,69,76,76,79,73,31.1,20.6,20.6,24.4,24.4,26.1,22.8,
03035,44.83313,-68.08348,NH,72,69,76,74,78,70,70,22.2,20.6,24.4,23.3,25.6,21.1,21.1,
03036,42.967823,-71.23453,NH,75,75,81,95,75,75,78,23.9,23.9,27.2,35,23.9,23.9,25.6,
03037,43.141746,-71.2488,NH,79,78,88,76,54,75,72,26.1,25.6,31.1,24.4,12.2,23.9,22.2,
03038,42.886486,-71.30019,NH,73,65,68,69,64,83,82,22.8,18.3,20,20.6,17.8,28.3,27.8,
03039,44.29281,-70.6677,NH,65,74,68,81,65,67,80,18.3,23.3,20,27.2,18.3,19.4,26.7,
03040,43.005895,-71.013202,NH,83,71,67,74,80,77,79,28.3,21.7,19.4,23.3,26.7,25,26.1,
03041,43.005895,-71.013202,NH,72,81,78,68,69,79,73,22.2,27.2,25.6,20,20.6,26.1,22.8,
03042,43.045076,-71.07095,NH,73,72,71,73,56,64,71,22.8,22.2,21.7,22.8,13.3,17.8,21.7,
03043,42.976901,-71.81007,NH,75,82,62,76,67,76,69,23.9,27.8,16.7,24.4,19.4,24.4,20.6,
03044,42.986119,-71.12524,NH,88,61,74,78,66,72,78,31.1,16.1,23.3,25.6,18.9,22.2,25.6,
03045,43.037495,-71.57023,NH,85,77,74,82,65,78,77,29.4,25,23.3,27.8,18.3,25.6,25,
03046,43.102146,-71.602132,NH,82,87,68,81,71,75,60,27.8,30.6,20,27.2,21.7,23.9,15.6,
03047,42.935709,-71.86645,NH,89,81,76,78,87,79,82,31.7,27.2,24.4,25.6,30.6,26.1,27.8,
03048,42.747024,-71.77591,NH,64,63,63,70,78,78,77,17.8,17.2,17.2,21.1,25.6,25.6,25,
03049,42.739909,-71.58044,NH,90,86,77,70,79,85,63,32.2,30,25,21.1,26.1,29.4,17.2,
03050,42.7338,-66.6265,NH,63,86,82,71,71,60,79,17.2,30,27.8,21.7,21.7,15.6,26.1,
03051,42.759821,-71.42079,NH,75,62,79,63,68,79,82,23.9,16.7,26.1,17.2,20,26.1,27.8,
03052,42.85059,-71.45379,NH,60,77,68,74,84,72,70,15.6,25,20,23.3,28.9,22.2,21.1,
03053,42.880481,-71.38205,NH,72,76,66,77,72,69,77,22.2,24.4,18.9,25,22.2,20.6,25,
03054,42.858053,-71.51216,NH,77,71,75,67,71,83,61,25,21.7,23.9,19.4,21.7,28.3,16.1,
03055,42.831686,-71.66743,NH,72,69,83,77,72,68,71,22.2,20.6,28.3,25,22.2,20,21.7,
03056,45.58996,-73.95239,NH,72,72,72,70,85,78,71,22.2,22.2,22.2,21.1,29.4,25.6,21.7,severe_thunderstorm_warning
03057,42.899434,-71.68057,NH,78,82,77,86,72,75,70,25.6,27.8,25,30,22.2,23.9,21.1,severe_thunderstorm_warning
03058,42.798995,-71.950759,NH,81,71,77,70,73,62,75,27.2,21.7,25,21.1,22.8,16.7,23.9,
03059,44.88741,-69.67466,NH,78,80,63,83,78,74,77,25.6,26.7,17.2,28.3,25.6,23.3,25,
03060,42.748888,-71.46492,NH,63,62,80,75,58,73,75,17.2,16.7,26.7,23.9,14.4,22.8,23.9,
03061,42.952124,-71.653939,NH,80,63,67,93,72,78,73,26.7,17.2,19.4,33.9,22.2,25.6,22.8,severe_thunderstorm_warning
03062,42.724822,-71.49238,NH,78,78,69,82,73,63,69,25.6,25.6,20.6,27.8,22.8,17.2,20.6,
03063,42.770738,-71.51047,NH,75,73,67,84,61,71,69,23.9,22.8,19.4,28.9,16.1,21.7,20.6,
03064,42.774171,-71.47306,NH,67,73,69,63,69,66,80,19.4,22.8,20.6,17.2,20.6,18.9,26.7,
03065,42.30945,-70.857,NH,71,59,70,83,70,80,69,21.7,15,21.1,28.3,21.1,26.7,20.6,
03066,41.37907,-67.35455,NH,71,71,77,78,72,70,71,21.7,21.7,25,25.6,22.2,21.1,21.7,
03067,44.18218,-72.13157,NH,75,74,70,81,71,73,75,23.9,23.3,21.1,27.2,21.7,22.8,23.9,
03068,45.35984,-69.00851,NH,88,68,74,77,84,71,68,31.1,20,23.3,25,28.9,21.7,20,
03069,41.67369,-71.27113,NH,69,80,58,73,80,75,77,20.6,26.7,14.4,22.8,26.7,23.9,25,
03070,42.978267,-71.69414,NH,70,78,84,85,69,76,79,21.1,25.6,28.9,29.4,20.6,24.4,26.1,
03071,42.753726,-71.86706,NH,78,77,72,89,76,73,75,25.6,25,22.2,31.7,24.4,22.8,23.9,
03072,41.53774,-66.87664,NH,80,77,82,77,68,71,74,26.7,25,27.8,25,20,21.7,23.3,
03073,43.005895,-71.013202,NH,73,70,70,81,63,71,74,22.8,21.1,21.1,27.2,17.2,21.7,23.3,
03074,43.79655,-66.78838,NH,53,64,73,69,62,86,76,11.7,17.8,22.8,20.6,16.7,30,24.4,
03075,44.53359,-73.83144,NH,75,80,75,66,93,85,73,23.9,26.7,23.9,18.9,33.9,29.4,22.8,severe_thunderstorm_warning
03076,42.734182,-71.32359,NH,69,73,80,84,70,68,83,20.6,22.8,26.7,28.9,21.1,20,28.3,
03077,43.031491,-71.19598,NH,75,71,90,74,72,63,68,23.9,21.7,32.2,23.3,22.2,17.2,20,
03078,42.9938,-72.5675,NH,74,76,81,70,76,71,78,23.3,24.4,27.2,21.1,24.4,21.7,25.6,
03079,42.792456,-71.21316,NH,71,81,79,85,95,77,66,21.7,27.2,26.1,29.4,35,25,18.9,
03080,45.96005,-67.03503,NH,84,67,88,76,76,86,56,28.9,19.4,31.1,24.4,24.4,30,13.3,
03081,45.63533,-72.73054,NH,70,78,75,72,68,74,83,21.1,25.6,23.9,22.2,20,23.3,28.3,
03082,42.902259,-71.78452,NH,55,85,76,71,71,73,71,12.8,29.4,24.4,21.7,21.7,22.8,21.7,
03083,44.93692,-66.49155,NH,89,70,69,72,90,84,69,31.7,21.1,20.6,22.2,32.2,28.9,20.6,
03084,42.81949,-71.85063,NH,73,88,71,77,61,70,83,22.8,31.1,21.7,25,16.1,21.1,28.3,
03085,45.76095,-67.91785,NH,80,80,66,70,61,73,76,26.7,26.7,18.9,21.1,16.1,22.8,24.4,
03086,42.830184,-71.78177,NH,74,77,77,76,87,75,80,23.3,25,25,24.4,30.6,23.9,26.7,
03087,42.805194,-71.29878,NH,74,69,67,82,72,72,71,23.3,20.6,19.4,27.8,22.2,22.2,21.7,
03088,41.34955,-73.47484,NH,76,81,75,79,77,81,63,24.4,27.2,23.9,26.1,25,27.2,17.2,
03089,45.23512,-71.69464,NH,74,73,71,72,75,62,66,23.3,22.8,21.7,22.2,23.9,16.7,18.9,
03090,42.41262,-70.31862,NH,68,73,71,61,78,67,75,20,22.8,21.7,16.1,25.6,19.4,23.9,
03091,43.319125,-70.818318,NH,77,69,73,79,86,74,67,25,20.6,22.8,26.1,30,23.3,19.4,
03092,42.71169,-72.84477,NH,85,77,72,63,72,71,70,29.4,25,22.2,17.2,22.2,21.7,21.1,
03093,42.58836,-68.52267,NH,63,76,72,68,64,71,65,17.2,24.4,22.2,20,17.8,21.7,18.3,
03094,41.92702,-72.07029,NH,69,69,69,77,89,77,91,20.6,20.6,20.6,25,31.7,25,32.8,
03095,44.82869,-70.29854,NH,64,70,75,77,64,78,79,17.8,21.1,23.9,25,17.8,25.6,26.1,
03096,42.78701,-73.45944,NH,72,74,80,74,80,75,70,22.2,23.3,26.7,23.3,26.7,23.9,21.1,
03097,43.269137,-70.598303,NH,74,75,67,67,76,82,72,23.3,23.9,19.4,19.4,24.4,27.8,22.2,severe_thunderstorm_warning
03098,44.66818,-67.97745,NH,82,84,72,72,69,76,71,27.8,28.9,22.2,22.2,20.6,24.4,21.7,
03099,43.45879,-70.90156,NH,80,77,75,87,75,71,72,26.7,25,23.9,30.6,23.9,21.7,22.2,
03100,42.08847,-70.81182,NH,69,73,71,78,70,62,82,20.6,22.8,21.7,25.6,21.1,16.7,27.8,
03101,42.989984,-71.46376,NH,70,78,70,86,70,76,63,21.1,25.6,21.1,30,21.1,24.4,17.2,severe_thunderstorm_warning
03102,42.990684,-71.4868,NH,62,81,77,73,69,67,74,16.7,27.2,25,22.8,20.6,19.4,23.3,severe_thunderstorm_warning
03103,42.967684,-71.44828,NH,83,56,74,78,69,59,68,28.3,13.3,23.3,25.6,20.6,15,20,
03104,43.006033,-71.44716,NH,76,82,62,84,70,79,74,24.4,27.8,16.7,28.9,21.1,26.1,23.3,
03105,42.952124,-71.653939,NH,73,81,72,70,85,74,75,22.8,27.2,22.2,21.1,29.4,23.3,23.9,
03106,43.058785,-71.44412,NH,68,64,74,74,75,72,76,20,17.8,23.3,23.3,23.9,22.2,24.4,
03107,42.952124,-71.653939,NH,73,77,79,79,71,77,67,22.8,25,26.1,26.1,21.7,25,19.4,
03108,42.952124,-71.653939,NH,77,68,77,75,77,65,79,25,20,25,23.9,25,18.3,26.1,
03109,42.972584,-71.41349,NH,67,93,75,70,72,81,63,19.4,33.9,23.9,21.1,22.2,27.2,17.2,
03110,42.942551,-71.51993,NH,75,77,83,75,62,68,72,23.9,25,28.3,23.9,16.7,20,22.2,
03111,42.952124,-71.653939,NH,75,79,63,68,73,76,79,23.9,26.1,17.2,20,22.8,24.4,26.1,
03112,44.06368,-68.75419,NH,78,71,76,73,83,77,79,25.6,21.7,24.4,22.8,28.3,25,26.1,
03113,44.16637,-72.96291,NH,60,78,75,79,81,85,79,15.6,25.6,23.9,26.1,27.2,29.4,26.1,
03114,45.73024,-66.73777,NH,89,71,76,64,72,73,78,31.7,21.7,24.4,17.8,22.2,22.8,25.6,
03115,42.52047,-67.78976,NH,77,75,72,86,71,71,83,25,23.9,22.2,30,21.7,21.7,28.3,
03116,41.86459,-69.54459,NH,85,69,70,81,88,69,70,29.4,20.6,21.1,27.2,31.1,20.6,21.1,
03117,44.82123,-67.68083,NH,70,73,67,78,78,71,68,21.1,22.8,19.4,25.6,25.6,21.7,20,
03118,45.00586,-70.80167,NH,82,78,75,80,74,66,79,27.8,25.6,23.9,26.7,23.3,18.9,26.1,
03119,42.42117,-67.1059,NH,67,74,76,75,79,68,85,19.4,23.3,24.4,23.9,26.1,20,29.4,
03120,42.96523,-72.63509,NH,85,71,72,80,90,77,66,29.4,21.7,22.2,26.7,32.2,25,18.9,
03121,41.35,-71.71859,NH,81,66,61,63,76,72,68,27.2,18.9,16.1,17.2,24.4,22.2,20,
03122,43.79127,-66.12797,NH,65,65,74,73,69,61,69,18.3,18.3,23.3,22.8,20.6,16.1,20.6,
03123,45.13766,-69.69224,NH,73,85,68,81,75,60,70,22.8,29.4,20,27.2,23.9,15.6,21.1,
03124,44.81223,-66.41336,NH,63,63,76,72,81,78,77,17.2,17.2,24.4,22.2,27.2,25.6,25,
03125,41.03743,-68.28407,NH,77,78,71,77,78,80,75,25,25.6,21.7,25,25.6,26.7,23.9,
03126,43.35917,-66.8337,NH,72,65,76,73,86,65,76,22.2,18.3,24.4,22.8,30,18.3,24.4,
03127,44.89603,-67.27143,NH,79,75,84,64,68,64,68,26.1,23.9,28.9,17.8,20,17.8,20,
03128,44.35956,-71.48269,NH,86,77,74,73,71,73,81,30,25,23.3,22.8,21.7,22.8,27.2,
03129,43.8954,-68.22264,NH,68,78,71,73,67,75,68,20,25.6,21.7,22.8,19.4,23.9,20,
03130,41.46916,-73.4249,NH,82,74,77,73,82,73,67,27.8,23.3,25,22.8,27.8,22.8,19.4,
03131,44.65529,-69.97434,NH,84,80,91,62,75,74,75,28.9,26.7,32.8,16.7,23.9,23.3,23.9,
03132,44.12557,-69.87101,NH,72,83,73,68,66,69,76,22.2,28.3,22.8,20,18.9,20.6,24.4,
03133,44.8348,-72.29063,NH,77,70,70,78,82,83,77,25,21.1,21.1,25.6,27.8,28.3,25,
03134,42.44309,-71.41239,NH,71,67,72,72,86,83,75,21.7,19.4,22.2,22.2,30,28.3,23.9,
03135,42.72897,-72.82553,NH,60,75,70,72,67,70,73,15.6,23.9,21.1,22.2,19.4,21.1,22.8,
03136,42.26627,-66.27461,NH,84,72,78,86,71,71,80,28.9,22.2,25.6,30,21.7,21.7,26.7,
03137,43.45477,-70.09139,NH,73,81,65,73,79,82,73,22.8,27.2,18.3,22.8,26.1,27.8,22.8,
03138,43.91388,-70.98917,NH,77,81,68,72,73,79,79,25,27.2,20,22.2,22.8,26.1,26.1,
03139,41.58875,-73.64247,NH,61,75,78,74,69,74,68,16.1,23.9,25.6,23.3,20.6,23.3,20,
03140,43.00569,-71.14383,NH,81,81,73,77,68,65,75,27.2,27.2,22.8,25,20,18.3,23.9,
03141,45.18044,-72.20504,NH,64,85,78,78,66,65,84,17.8,29.4,25.6,25.6,18.9,18.3,28.9,
03142,44.12654,-67.15966,NH,72,71,64,63,77,85,67,22.2,21.7,17.8,17.2,25,29.4,19.4,
03143,45.22299,-68.29635,NH,84,65,85,70,60,74,70,28.9,18.3,29.4,21.1,15.6,23.3,21.1,
03144,41.8271,-69.61391,NH,78,67,78,71,85,84,67,25.6,19.4,25.6,21.7,29.4,28.9,19.4,
03145,41.84842,-70.36133,NH,79,74,66,73,79,70,77,26.1,23.3,18.9,22.8,26.1,21.1,25,
03146,41.96635,-67.11817,NH,64,68,59,71,56,64,74,17.8,20,15,21.7,13.3,17.8,23.3,
03147,44.94224,-70.53712,NH,73,64,68,80,67,77,79,22.8,17.8,20,26.7,19.4,25,26.1,
03148,44.89401,-71.72134,NH,61,86,61,63,80,89,67,16.1,30,16.1,17.2,26.7,31.7,19.4,severe_thunderstorm_warning
03149,44.88368,-71.18532,NH,70,76,75,81,65,73,73,21.1,24.4,23.9,27.2,18.3,22.8,22.8,
03150,45.41679,-72.78396,NH,76,67,74,72,66,78,71,24.4,19.4,23.3,22.2,18.9,25.6,21.7,
03151,44.64551,-66.53092,NH,67,68,74,67,69,75,80,19.4,20,23.3,19.4,20.6,23.9,26.7,
03152,43.62346,-68.57014,NH,87,73,71,69,76,70,74,30.6,22.8,21.7,20.6,24.4,21.1,23.3,severe_thunderstorm_warning
03153,42.93516,-67.21797,NH,64,75,76,66,72,69,61,17.8,23.9,24.4,18.9,22.2,20.6,16.1,
03154,44.3648,-67.309,NH,83,81,77,76,74,73,76,28.3,27.2,25,24.4,23.3,22.8,24.4,
03155,42.37586,-68.47403,NH,85,68,71,83,86,73,81,29.4,20,21.7,28.3,30,22.8,27.2,
03156,45.77814,-66.11256,NH,70,87,80,80,78,65,70,21.1,30.6,26.7,26.7,25.6,18.3,21.1,severe_thunderstorm_warning
03157,43.58174,-68.03165,NH,66,84,71,74,74,77,77,18.9,28.9,21.7,23.3,23.3,25,25,
03158,45.85056,-68.26771,NH,74,57,79,77,80,77,68,23.3,13.9,26.1,25,26.7,25,20,
03159,41.16307,-67.35565,NH,83,72,84,70,75,62,70,28.3,22.2,28.9,21.1,23.9,16.7,21.1,
03160,45.60398,-72.63469,NH,82,77,75,72,75,82,78,27.8,25,23.9,22.2,23.9,27.8,25.6,
03161,41.18997,-67.02871,NH,63,83,70,57,65,78,72,17.2,28.3,21.1,13.9,18.3,25.6,22.2,
03162,45.01546,-66.70134,NH,72,75,80,59,66,66,84,22.2,23.9,26.7,15,18.9,18.9,28.9,
03163,45.31338,-70.963,NH,67,67,61,73,70,73,68,19.4,19.4,16.1,22.8,21.1,22.8,20,
03164,43.83258,-68.5838,NH,81,83,73,74,83,69,71,27.2,28.3,22.8,23.3,28.3,20.6,21.7,
03165,45.742,-69.70329,NH,81,67,77,77,75,81,68,27.2,19.4,25,25,23.9,27.2,20,
03166,41.96355,-66.59544,NH,78,82,86,77,68,66,77,25.6,27.8,30,25,20,18.9,25,
03167,43.27355,-67.67469,NH,67,74,69,74,78,67,87,19.4,23.3,20.6,23.3,25.6,19.4,30.6,
03168,45.93985,-69.85105,NH,67,82,66,77,68,71,68,19.4,27.8,18.9,25,20,21.7,20,
03169,44.80152,-67.52328,NH,85,72,84,82,69,79,70,29.4,22.2,28.9,27.8,20.6,26.1,21.1,
03170,44.44907,-68.13297,NH,75,80,73,69,66,70,83,23.9,26.7,22.8,20.6,18.9,21.1,28.3,
03171,44.19751,-73.66592,NH,79,73,68,75,72,79,72,26.1,22.8,20,23.9,22.2,26.1,22.2,
03172,45.09829,-68.10907,NH,65,70,73,74,82,78,85,18.3,21.1,22.8,23.3,27.8,25.6,29.4,
03173,43.47424,-72.67581,NH,82,83,60,79,83,63,70,27.8,28.3,15.6,26.1,28.3,17.2,21.1,
03174,41.4978,-71.49085,NH,63,71,68,81,77,75,70,17.2,21.7,20,27.2,25,23.9,21.1,
03175,41.05378,-70.47455,NH,66,76,76,74,68,74,71,18.9,24.4,24.4,23.3,20,23.3,21.7,
03176,45.13843,-73.05179,NH,78,79,78,75,72,62,72,25.6,26.1,25.6,23.9,22.2,16.7,22.2,severe_thunderstorm_warning
03177,45.66078,-68.8912,NH,75,66,55,77,64,72,73,23.9,18.9,12.8,25,17.8,22.2,22.8,
03178,43.89785,-73.47031,NH,91,72,65,65,73,64,72,32.8,22.2,18.3,18.3,22.8,17.8,22.2,
03179,45.41577,-67.63729,NH,88,75,77,77,73,70,63,31.1,23.9,25,25,22.8,21.1,17.2,
03180,44.05905,-70.34491,NH,86,77,71,87,76,77,64,30,25,21.7,30.6,24.4,25,17.8,
03181,41.77889,-70.93901,NH,68,79,74,80,76,70,82,20,26.1,23.3,26.7,24.4,21.1,27.8,
03182,44.73683,-66.63722,NH,86,71,80,71,64,67,57,30,21.7,26.7,21.7,17.8,19.4,13.9,
03183,41.76463,-73.07103,NH,72,72,82,99,64,79,70,22.2,22.2,27.8,37.2,17.8,26.1,21.1,
03184,43.18886,-70.70272,NH,77,72,74,72,74,69,82,25,22.2,23.3,22.2,23.3,20.6,27.8,
03185,44.53013,-71.57893,NH,75,82,76,78,90,77,71,23.9,27.8,24.4,25.6,32.2,25,21.7,
03186,43.34785,-66.30203,NH,72,69,73,82,66,78,72,22.2,20.6,22.8,27.8,18.9,25.6,22.2,severe_thunderstorm_warning
03187,42.40308,-68.83035,NH,76,70,52,69,93,80,81,24.4,21.1,11.1,20.6,33.9,26.7,27.2,
03188,42.95525,-68.30688,NH,80,72,76,69,73,58,74,26.7,22.2,24.4,20.6,22.8,14.4,23.3,
03189,43.57829,-72.03059,NH,74,77,71,80,80,76,73,23.3,25,21.7,26.7,26.7,24.4,22.8,
03190,43.30901,-67.07513,NH,65,75,74,66,93,70,72,18.3,23.9,23.3,18.9,33.9,21.1,22.2,
03191,43.93192,-67.97878,NH,87,67,68,74,67,72,85,30.6,19.4,20,23.3,19.4,22.2,29.4,
03192,45.61994,-67.18611,NH,74,77,64,79,69,66,72,23.3,25,17.8,26.1,20.6,18.9,22.2,
03193,42.06271,-72.99834,NH,70,74,71,85,80,74,74,21.1,23.3,21.7,29.4,26.7,23.3,23.3,
03194,44.72514,-69.28452,NH,69,75,80,72,68,80,73,20.6,23.9,26.7,22.2,20,26.7,22.8,severe_thunderstorm_warning
03195,43.98711,-67.05895,NH,83,80,65,74,73,69,66,28.3,26.7,18.3,23.3,22.8,20.6,18.9,
03196,44.33755,-66.85927,NH,84,61,51,78,81,79,69,28.9,16.1,10.6,25.6,27.2,26.1,20.6,
03197,45.13951,-66.52337,NH,64,82,67,57,91,69,78,17.8,27.8,19.4,13.9,32.8,20.6,25.6,
03198,43.69868,-66.65695,NH,78,63,69,67,70,75,74,25.6,17.2,20.6,19.4,21.1,23.9,23.3,
03199,44.33562,-72.89686,NH,76,81,79,77,77,83,59,24.4,27.2,26.1,25,25,28.3,15,
03200,43.55994,-73.87135,NH,77,76,67,68,79,77,70,25,24.4,19.4,20,26.1,25,21.1,severe_thunderstorm_warning
03201,44.47102,-69.53769,NH,63,71,68,76,75,76,77,17.2,21.7,20,24.4,23.9,24.4,25,
03202,43.32665,-67.77464,NH,84,69,77,72,76,88,64,28.9,20.6,25,22.2,24.4,31.1,17.8,
03203,43.91523,-69.18752,NH,76,77,65,75,82,77,70,24.4,25,18.3,23.9,27.8,25,21.1,
03204,45.4913,-73.61983,NH,72,81,81,82,72,75,72,22.2,27.2,27.2,27.8,22.2,23.9,22.2,severe_thunderstorm_warning
03205,44.16484,-71.03455,NH,74,71,73,76,74,76,79,23.3,21.7,22.8,24.4,23.3,24.4,26.1,
03206,43.88706,-66.73095,NH,73,72,70,78,76,75,72,22.8,22.2,21.1,25.6,24.4,23.9,22.2,
03207,41.11985,-71.75232,NH,78,71,70,86,59,63,70,25.6,21.7,21.1,30,15,17.2,21.1,
03208,43.85596,-71.43888,NH,81,76,73,66,81,72,68,27.2,24.4,22.8,18.9,27.2,22.2,20,
03209,42.35667,-68.13716,NH,66,77,73,69,71,77,80,18.9,25,22.8,20.6,21.7,25,26.7,
03210,43.5547,-72.53404,NH,86,74,82,79,70,57,78,30,23.3,27.8,26.1,21.1,13.9,25.6,
03211,45.22343,-73.47074,NH,73,72,64,64,84,70,74,22.8,22.2,17.8,17.8,28.9,21.1,23.3,
03212,45.67402,-70.26653,NH,70,72,69,73,70,60,74,21.1,22.2,20.6,22.8,21.1,15.6,23.3,
03213,45.32472,-73.93805,NH,88,58,68,69,76,86,79,31.1,14.4,20,20.6,24.4,30,26.1,
03214,45.43309,-73.23572,NH,77,85,82,74,86,74,70,25,29.4,27.8,23.3,30,23.3,21.1,
03215,43.951304,-71.50336,NH,76,75,57,67,61,76,68,24.4,23.9,13.9,19.4,16.1,24.4,20,
03216,43.444702,-71.78401,NH,81,66,80,75,79,67,69,27.2,18.9,26.7,23.9,26.1,19.4,20.6,
03217,43.705061,-71.62778,NH,72,75,67,88,77,66,66,22.2,23.9,19.4,31.1,25,18.9,18.9,
03218,43.338347,-71.29305,NH,80,73,71,78,78,74,68,26.7,22.8,21.7,25.6,25.6,23.3,20,
03219,41.81354,-68.39882,NH,71,69,77,81,70,71,80,21.7,20.6,25,27.2,21.1,21.7,26.7,
03220,43.459555,-71.47352,NH,79,65,76,67,72,71,83,26.1,18.3,24.4,19.4,22.2,21.7,28.3,
03221,43.256053,-71.95405,NH,70,82,75,77,68,70,58,21.1,27.8,23.9,25,20,21.1,14.4,
03222,43.615799,-71.75006,NH,73,80,89,77,75,72,70,22.8,26.7,31.7,25,23.9,22.2,21.1,
03223,43.887682,-71.65161,NH,75,70,72,73,51,75,83,23.9,21.1,22.2,22.8,10.6,23.9,28.3,
03224,43.346137,-71.54434,NH,88,80,68,78,71,85,67,31.1,26.7,20,25.6,21.7,29.4,19.4,
03225,43.354005,-71.22819,NH,77,76,80,70,67,74,69,25,24.4,26.7,21.1,19.4,23.3,20.6,
03226,43.721094,-71.49652,NH,68,79,70,81,72,72,68,20,26.1,21.1,27.2,22.2,22.2,20,
03227,43.802936,-71.45126,NH,68,78,83,74,73,81,68,20,25.6,28.3,23.3,22.8,27.2,20,
03228,42.38581,-66.1388,NH,79,76,66,75,69,82,69,26.1,24.4,18.9,23.9,20.6,27.8,20.6,
03229,43.204192,-71.70711,NH,83,70,66,60,75,78,70,28.3,21.1,18.9,15.6,23.9,25.6,21.1,
03230,43.506405,-71.87281,NH,75,88,89,91,66,76,61,23.9,31.1,31.7,32.8,18.9,24.4,16.1,
03231,43.466172,-71.736518,NH,60,76,85,82,73,73,72,15.6,24.4,29.4,27.8,22.8,22.8,22.2,
03232,43.967542,-71.840883,NH,71,66,63,83,68,63,75,21.7,18.9,17.2,28.3,20,17.2,23.9,
03233,43.423484,-71.93648,NH,76,79,70,67,73,71,73,24.4,26.1,21.1,19.4,22.8,21.7,22.8,
03234,43.228594,-71.3611,NH,74,63,77,77,74,69,64,23.3,17.2,25,25,23.3,20.6,17.8,
03235,43.444456,-71.66034,NH,69,55,73,69,80,79,75,20.6,12.8,22.8,20.6,26.7,26.1,23.9,
03236,42.71638,-67.77994,NH,70,89,64,67,62,52,78,21.1,31.7,17.8,19.4,16.7,11.1,25.6,
03237,43.42975,-71.37517,NH,85,76,73,65,83,69,73,29.4,24.4,22.8,18.3,28.3,20.6,22.8,
03238,43.967542,-71.840883,NH,72,77,66,79,63,78,75,22.2,25,18.9,26.1,17.2,25.6,23.9,
03239,43.03261,-68.68455,NH,73,72,72,76,68,67,68,22.8,22.2,22.2,24.4,20,19.4,20,
03240,43.568328,-71.96422,NH,67,71,73,75,70,82,69,19.4,21.7,22.8,23.9,21.1,27.8,20.6,
03241,43.713794,-71.80642,NH,77,75,76,84,65,71,62,25,23.9,24.4,28.9,18.3,21.7,16.7,
03242,43.173469,-71.81722,NH,79,78,68,63,75,72,69,26.1,25.6,20,17.2,23.9,22.2,20.6,
03243,43.521669,-71.73815,NH,78,77,79,71,84,70,70,25.6,25,26.1,21.7,28.9,21.1,21.1,
03244,43.119417,-71.92108,NH,67,62,81,84,77,80,66,19.4,16.7,27.2,28.9,25,26.7,18.9,
03245,43.737831,-71.604406,NH,83,62,77,92,75,71,83,28.3,16.7,25,33.3,23.9,21.7,28.3,
03246,43.557153,-71.43842,NH,64,85,76,72,78,72,72,17.8,29.4,24.4,22.2,25.6,22.2,22.2,
03247,43.588972,-71.445452,NH,80,76,67,79,72,82,81,26.7,24.4,19.4,26.1,22.2,27.8,27.2,
03248,43.72726,-70.26606,NH,77,75,66,69,61,67,72,25,23.9,18.9,20.6,16.1,19.4,22.2,
03249,43.555878,-71.398521,NH,77,66,76,65,78,84,72,25,18.9,24.4,18.3,25.6,28.9,22.2,
03250,41.77573,-70.53877,NH,63,78,88,84,72,75,65,17.2,25.6,31.1,28.9,22.2,23.9,18.3,
03251,44.051981,-71.6606,NH,70,85,78,81,73,64,84,21.1,29.4,25.6,27.2,22.8,17.8,28.9,
03252,43.468562,-71.537145,NH,73,79,76,77,78,91,78,22.8,26.1,24.4,25,25.6,32.8,25.6,
03253,43.644559,-71.50488,NH,74,73,75,68,74,72,67,23.3,22.8,23.9,20,23.3,22.2,19.4,
03254,43.712184,-71.39299,NH,75,73,80,80,67,72,77,23.9,22.8,26.7,26.7,19.4,22.2,25,
03255,43.32582,-72.02654,NH,81,77,67,71,70,70,57,27.2,25,19.4,21.7,21.1,21.1,13.9,
03256,43.60768,-71.64372,NH,78,77,72,73,79,68,73,25.6,25,22.2,22.8,26.1,20,22.8,
03257,43.418863,-72.00004,NH,76,76,62,76,62,69,85,24.4,24.4,16.7,24.4,16.7,20.6,29.4,
03258,43.255881,-71.397599,NH,68,74,71,70,64,79,77,20,23.3,21.7,21.1,17.8,26.1,25,
03259,43.880005,-71.39475,NH,78,84,78,74,71,73,71,25.6,28.9,25.6,23.3,21.7,22.8,21.7,
03260,43.356838,-71.9255,NH,64,71,71,76,71,64,80,17.8,21.7,21.7,24.4,21.7,17.8,26.7,
03261,43.216633,-71.2079,NH,85,73,74,72,83,74,84,29.4,22.8,23.3,22.2,28.3,23.3,28.9,
03262,44.0285,-71.68701,NH,72,66,64,93,84,75,84,22.2,18.9,17.8,33.9,28.9,23.9,28.9,
03263,43.30368,-71.3215,NH,79,75,73,64,62,88,76,26.1,23.9,22.8,17.8,16.7,31.1,24.4,
03264,43.753837,-71.64503,NH,75,77,74,84,85,72,73,23.9,25,23.3,28.9,29.4,22.2,22.8,
03265,44.66924,-67.31961,NH,66,67,90,77,68,70,67,18.9,19.4,32.2,25,20,21.1,19.4,
03266,43.806365,-71.87952,NH,79,65,69,70,60,98,62,26.1,18.3,20.6,21.1,15.6,36.7,16.7,
03267,42.5136,-67.67338,NH,52,85,70,73,65,71,90,11.1,29.4,21.1,22.8,18.3,21.7,32.2,winter_storm_warning
